id,text,label
529723695989002241,“ @ livenationon in response inquiry confirm prince performing @ masseyhall tonight ” @ dinapugliese,support
529722739196985345,@ greenhair14 change plan hmmm,comment
529722212706971648,@ brofromanother @ livenationon @ masseyhall what the hell even just happened today,comment
529721493962641408,@ beet but 3rd eye girl did ask ln the artist formerly known as prince playing,comment
529720542925176832,“ @ livenationon in response inquiry confirm prince performing @ masseyhall tonight ” @ adamwylde,comment
529721182468444160,poor sucker line “ @ livenationon in response inquiry confirm prince performing @ masseyhall tonight ”,comment
529723588413489152,@ livenationon @ masseyhall what tomorrow night prince toronto still possibility,query
529721009172410369,err twist rt @ livenationon in response inquiry confirm prince performing @ masseyhall tonight,support
529723713701543938,there ya go @ kiss925 rt @ livenationon in response inquiry confirm prince performing @ masseyhall tonight,comment
529720273285566464,in response inquiry confirm prince performing @ masseyhall tonight,support
524990764049522688,@ ctvnews get right,deny
524990563217838081,@ ctvnews guy confirmed 3 shooting long ago how wait official report saying thing,support
525003827494531073,@ ctvnews @ ctvsaskatoon happened rideau nothing,query
524992704673890304,rt @ ctvnews police clarified two shooting ottawa today three war memorial parliament hill canada,deny
524990163446140928,police clarified two shooting ottawa today three war memorial parliament hill,deny
524956595588194305,@ newhot899 live news reported cop yelling people run must third shooter,comment
524947580149825537,@ newhot899 ottnews,comment
524947672822988800,@ newhot899 good ,comment
524947416869388288,reports 2nd shooter shot downtown ottawa ottnews,support
524943159726309376,@ ldobsonhughes @ huffpostcanada god bless heather,comment
524943410520924161,my alma mater god rt @ ldobsonhughes the university ottawa five minute walk hill lockdown,comment
524944078870700032,@ ldobsonhughes @ inklesspw 2 km nasty parliament 2 minute chita run 120 km hour,comment
524942470472548352,the university ottawa five minute walk hill lockdown,support
525035256361934848,yes except australia there discussion let sympathizer reenter oz rehabilitate wtf @ markokanagan @ 20committee @ kshaidle,deny
525038702607994880,@ 20committee @ aresxtra they must put high risk traveler civilian detaine camp prevent attacksus suspect jap wwii,comment
525034548196024320,@ aenk963 @ blogsofwar yes csis cant watch many 247,query
525035734403530752,micro chip just uncivil thought @ 20committee @ blogsofwar,deny
525049059321462784,@ chrisjefferson info yet,comment
525062791712235520,@ 20committee a high risk traveller but risk canadians government official okay,comment
525033513062371328,@ 20committee @ blogsofwar how come pussy foot around terrorism hour calling,comment
525040767270543360,@ aniekano sure look like one,query
525033642939416576,@ 20committee @ kshaidle maybe start revoking passport after leave,support
525040309097336832,@ 20committee @ kshaidle it make sense let leave invalidate passport return,comment
525040562765053952,@ 20committee incident yesterday car canada terrorist attack well,support
525034442104901632,if michael zehafbebeau passport confiscated doesnt make sense track movement done @ 20committee @ blogsofwar,query
525048948386299904,@ 20committee oh already know zb gone any travel levant recently,comment
525035264826413056,@ 20committee @ sqwerin @ barackobama still refuse call terrorism,comment
525033521837273088,@ 20committee pathetic,support
525032872647065600,breaking michael zehafbebeau designated highrisk traveller cdn govt confiscated passport,support
524925341316689920,@ cbcnews ,query
524930718645092353,christ ottawa friend stay safe  @ cbcnews breaking news soldier shot national war memorial ottawa,comment
524930352000036864,@ cbcnews yes,support
524932019248463872,@ cbcnews @ michellemalkin 2nd isis attack canada two day,comment
524926357927903232,bizargister montréal vandaag ottawa @ cbcnews breaking news soldier shot national war memorial ottawa,comment
524925775678816256,lord mercy protect protect u @ cbcnews soldier shot national war memorial ottawa,comment
524925553070329856,@ cbcnews,comment
524926310565814272,“ @ cbcnews breaking news soldier shot national war memorial ottawa be safe folk uniform,comment
524926071599534080,ondertussen canada “ @ cbcnews breaking news soldier shot national war memorial ottawa,support
524929224260714499,@ cbcnews @ kimsulli omg hope,comment
524929840173309952,@ cbcnews @ michellemalkin and,comment
524925050739490816,breaking news soldier shot national war memorial ottawa,support
525034956691869696,@ inkymark @ cp24 part coop criminal investigation one would doesnt need fact write story appears,query
525030166687670272,@ cp24 i think soldier armed wear protective vest guard,comment
525032614697385984,@ cp24 ok let swoop knew,support
525036486337757185,@ cp24 that name mentioned,comment
525030173914431488,@ cp24 usa come canadian medium,comment
525028734991343617,ctv news confirms canadian authority provided us authority name michael zehafbibeau connection ottawa shooting,support
524960359388823552,“ @ cnnbrk senior us official canadian government informed us one shooter dead ottawa live blog,support
524985774224048129,@ nywec youre scumbag trying profit tragedy,comment
524961643688890368,@ cnnbrk us official whatever take source canadian government channel become,comment
524960004529737728,@ cnnbrk @ thecurrentcbc police 1 suspect downtown remains lockdown la,deny
524959988956291074,@ cnnbrk war memorial soldier pronounced dead,support
524960274156371968,scary situation rt @ cnnbrk us official canadian government informed us one shooter dead ottawa,comment
524960862248132608,@ cnnbrk police searching firing parliament hill,support
524961297721749505,@ cnnbrk there proof yet shooter anything isil a banfield amp cnn already dropping scare message,query
524960034305114113,@ cnnbrk please help u spread word fundraiser kickstart company roc smallbusiness the585,support
524961861406838784,@ cnnbrk need id shooter,query
524960144632070145,@ cnnbrk i hate say maybe let assad finish job,query
524960960227078144,@ cnnbrk look like canada caught case united states ,comment
524960933211168770,@ cnnbrk replies 2 english post really need english especially world assuming yet another act terror,deny
524960409602650113,@ cnnbrk gun crazy canadian need stopped destroy donut,comment
524961093496885248,@ cnnbrk the world gone mad,comment
524960097563590656,@ cnnbrk so sad this right prayforottawa ottawa ottawashooting canadashooting,support
524959809402331137,senior us official canadian government informed us one shooter dead ottawa live blog,support
525031764155453441,@ ctvnews i want answer why i get netter news fom cnn and cbs,query
525023033585827840,@ ctvnews shooting suspect,comment
524994741180846080,@ ctvnews thankfully fbi really good lot resource,comment
524993786276220928,@ ctvnews why country,comment
524995135822905345,@ pcconsult39 @ ctvnews when come security together dope in time crisis one,comment
524994366541398017,@ pcconsult39 possible terrorist threat could expand us closest literally ally,support
524993533212897281,fbi assisting case ottawa shooting source confirmed ctv news,support
525057571321688064,@ telegraph @ molodyko it sad see news however least leaf son honor many soldier die without child,support
525061525409525760,@ telegraph rip,comment
525080429410664448,@ englandfanatic @ telegraph soldiers arent innocent they complete opposite,comment
525072231022333953,rip @ telegraph soldier killed canada shooting young reservist wa sixyearold son,support
525068703109758977,@ telegraph @ jamesmooreorg heartbreaking,comment
525060851661668352,@ telegraph prayers family ,comment
525066880219115520,@ telegraph real tragedy lovely young man right thing brought cowardly terrorist shameful canadastrong,comment
525080746080620544,@ davidromeiphd @ telegraph @ molodyko if is employed us nato tactic would killed son and blamed father death,comment
525059328685133824,heartbreaking hamont canada “ @ telegraph soldier killed canada shooting young reservist son,deny
525062334302412800,@ telegraph @ telegraphnews this sad i wish better place,comment
525278489721966592,@ alisaleh1292 @ telegraph that doesnt sound incredibly cryptic,comment
525070441405095936,@ telegraph @ momma4america rip nathan,comment
525057102306222083,@ telegraph this world seriously going hell hand cart im entirely fed innocent bystander senselessly killed,comment
525057584416292867,@ telegraph @ 20committee price pay allowing muslim 5th columns roam freely west enough,comment
525058435361292288,sad @ telegraph soldier killed canada shooting young reservist 6yr old son,comment
525072407321927681,@ eveninggrace @ telegraph yes,support
525071940428771330,@ telegraph @ momma4america very sad day family friend canada rest peace,comment
525057624916520960,@ telegraph @ 20committee so sad great nation i speechless,comment
525057109910495232,@ telegraph fuck islam,deny
525058373591367680,@ telegraph travel well brave soul,comment
525057081515061248,@ telegraph rip nathan love,support
525056576038518785,soldier killed canada shooting young reservist sixyearold son,support
524925154800181248,@ richardmadan @ ladykitchenless lock find criminal wait building full criminal cdnpoli,comment
524926568171577345,“ @ richardmadan breaking shooting parliament hill rcmp weapon drawn cdnpoli,deny
524924021608284160,@ richardmadan update,query
524932346961985536,“ @ richardmadan breaking shooting parliament hill rcmp weapon drawn cdnpoli shocking,comment
524925449068355584,“ @ richardmadan breaking shooting parliament hill rcmp weapon drawn cdnpoli holy shit,support
524924651080650752,@ richardmadan @ rebeccamakonnen targeting soldier stupid act they decided go irak,comment
524925391266664448,“ @ richardmadan breaking shooting parliament hill rcmp weapon drawn cdnpoli siren galore,deny
524924074087436289,@ richardmadan @ ctvmelissalamb and war memorial,query
524925539996667904,“ @ richardmadan breaking shooting parliament hill rcmp weapon drawn cdnpoli oh canada,comment
524923676484177920,breaking shooting parliament hill rcmp weapon drawn cdnpoli,support
524956714303754240,@ newhot899 ottawa police report third shooting rideau centre report injury hoping everyone stay safe lt3,deny
524956942926880768,@ newhot899 near near rideau centre,comment
524950200281202688,“ @ newhot899 ottawa police report third shooting rideau centre report injury ” wtf happening ,support
524950874767249408,@ newhot899 news coverage place making sound like hundred shooting happening please carful,comment
524949443607412737,ottawa police report third shooting rideau centre report injury,support
525053884029763585,@ maulermauler so sad thoughts prayer wife young son family grieving sad sad time,comment
525061861398806528,@ maulermauler rip brother,deny
525063388934967298,@ maulermauler @ theremixlab rip condolence family,comment
525081032824209408,@ maulermauler so sorry amp family,support
525052198586040321,@ maulermauler if know name maniac name victim failing failing utterly @ jessieflagg1,support
525049639016615937,this soldier died today ottawa war memorial his name cpl nathan cirillo rip ottawastrong,support
524926674417500160,@ pzfeed @ ruicastro all domestic military armed,comment
524926750506377216,@ pzfeed cant believe i le 24 hour ago,comment
524937952820883456,@ pzfeed brainiac right look like he taking picture,query
524926344992686081,@ pzfeed gee i thought canadians supposed polite,comment
524946118774620161,@ pzfeed sickening,comment
524929568327888896,@ pzfeed @ abidesam thats disgusting tbh,support
524926235030589440,breaking news at least 3 shot fired ottawa war memorial one soldier confirmed shot,support
524965532211351552,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin rare increasingly likely chop away ment hlth service,comment
524966130700791808,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin 12 violence doesnt automatically indicate relationship mh,comment
524967669083414528,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin 364 day year cop 100 unbelievable today everyone line suck,deny
524942146475163649,@ devo1400 @ dmatthewmillar @ spaikin guy got far lead suspect seems,comment
524968348468412416,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin truth never come martial law coming,comment
524931933168746496,@ dmatthewmillar stay safe matt,comment
524927826718638081,@ dmatthewmillar what silly response they target 2 embedded sniper canada need security makeover fail cdnpoli design,comment
524967144367591425,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin saying three scenario plausible,deny
524968082083958784,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin ah true problem well probably get coroner detail  wont make,query
524941965012795393,@ maritimeshome @ dmatthewmillar canada doesnt fuck around security,comment
524966555072094208,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin 22 if every guy nhl would institutionalized,deny
524967132090888192,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin thats professional average citizen currently make guess,comment
524942844499619841,@ russellbarth @ devo1400 @ spaikin ive concern,comment
524936956225282048,@ dmatthewmillar showing shooter police @ tsnbobmckenzie,comment
524928498771972096,@ dmatthewmillar @ lryck would tweet location sniper who help cdnpoli,support
524969935383326721,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin cop government tell u cancercuring marijuana evil,comment
524939504982167552,@ dmatthewmillar @ jaclyncolville twice one week toclosetohomeforcomfort,support
524965546379739136,@ dmatthewmillar @ russellbarth @ devo1400 @ spaikin in historical term blip screw loser,comment
524970281379823616,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin call bad canuck i hope fucktards get ass kicked,query
524966881573470208,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin thats rather specious we dont know mh situation cant b determined distance,comment
524934820124975106,@ dmatthewmillar @ gregobr might good idea tweet police movementlocation,comment
524971151693729792,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin the science ongoing cant cure i got link hang,comment
524971471501021184,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin this one pretty good stay strong odd day good one anyways,comment
524970687803715584,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin and i know stupidattack,comment
524928326566412289,@ dmatthewmillar stay safe,comment
524931034329395200,@ dmatthewmillar helpful would tweet,deny
524929656190148609,@ dmatthewmillar stay safe matt,support
524950880681201664,@ dmatthewmillar email dcdesk @ cctvamericacom get chance good know safe nathan,support
524939756455477249,@ dmatthewmillar delete idiot,comment
524938376735379457,@ dmatthewmillar @ fionamck also maybe window cleaner,comment
524934434404192256,@ dmatthewmillar @ spaikin odd happened already ready eh doesnt look staged nope totally believable,support
524969635410870273,@ russellbarth @ dmatthewmillar @ devo1400 @ spaikin not everything come but get detail especially day,support
524965141268692993,@ dmatthewmillar @ russellbarth @ devo1400 @ spaikin sure many year happened this extremely unusual,comment
524947016238268416,@ spookyboobs @ dmatthewmillar right amp terrorist dont access social medium find placed valuable security,support
524965821337329666,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin actual terror b nutbars c false flag 3 r plausible,support
524966663251566594,@ ontombudsnanny @ dmatthewmillar @ devo1400 @ spaikin true enough,comment
524948547750621184,@ maritimeshome @ dmatthewmillar lmao expect social medium shut shooting thats tweet happen fuckboi,comment
524942493050494976,@ devo1400 @ dmatthewmillar @ spaikin funny guy joint cant make past memorial flame gunman whoosh right inside,comment
524941897266397184,@ russellbarth @ dmatthewmillar @ spaikin youre idiot parliament hill of course theyre prepared situation like idiot,deny
524936331605323776,attackinottawa police action @ dmatthewmillar snipers nationalartgallery r barricadedcentreblock parliamenthill,support
524927281048080385,snipers set national art gallery remain barricaded centre block parliament hill cdnpoli,support
525007273832497154,@ seanosmar @ darrellbricker not hoax this shooting,comment
525008782842396672,@ jrmarlow @ arroganthair @ seanosmar really why would somebody post without saying twisted,deny
525007939569221632,@ seanosmar this photo taken morning shooting,deny
525008177683636224,@ seanosmar @ graciestyle match photo tweeted earlier today tourist say taken moment shooting 12,comment
525009872640032768,@ jrmarlow @ darrellbricker @ seanosmar that may harsh he seems honouring just unaware source,comment
525009403658129408,@ seanosmar @ mstoreshaw,comment
525009240772317184,@ darrellbricker @ jrmarlow @ seanosmar the soldier right one taken visitor moment shooting,comment
525008290863136768,@ seanosmar @ graciestyle i dont believe soldier guarding area right 22,deny
525007275308908544,@ seanosmar @ stephentaylor so honoured serve honorary colonel reserve job honour citizen soldier like brave men,support
525009574256848897,@ jillkrop @ seanosmar wondered well ive reached someone would know confirm hopefully get response soon,comment
525007688405491712,@ arroganthair @ seanosmar @ darrellbricker its hoax also wasnt taken shooting,comment
525010026143162368,@ arroganthair @ darrellbricker @ seanosmar dont steal people picture without attribution pretty simple,comment
525009250213326848,@ darrellbricker @ arroganthair because people like @ seanosmar love stealing people pic get rts,comment
525009203187171329,@ seanosmar @ mstoreshaw that ’ photo tweeted morning claiming soldier killed,comment
525006759807967232,@ seanosmar @ stephentaylor apparently hoax best take tweet,deny
525009978047078400,@ jillkrop @ seanosmar @ graciestyle that photo taken attack,comment
525003468659228672,these timid colour soldier back guarding tomb unknown soldier today shooting standforcanada,support
524944658992865280,@ hdmcc @ kellyoxford @ obiterdictayo cbc news reporting gunman shot are bitching also,comment
524946023165460480,@ subloke @ hdmcc @ kellyoxford @ obiterdictayo confirm fact reporting,deny
524946657755299840,@ hdmcc maybe people shouldnt look tweet comedy writer news fact,comment
524933431793553408,@ kellyoxford gunman still loose,comment
524941900223381504,@ subloke @ kellyoxford @ obiterdictayo not comment stated gunman neutralizedsimply true over 500k followersirresponsible,deny
524962247563431936,@ hdmcc @ kellyoxford exactly journalist dems rule kelly comedic writer rule go police journalist,support
524962953695858689,@ daxshepard1 @ hdmcc thank you,support
524940223160287232,@ hdmcc @ kellyoxford @ obiterdictayo shouldnt private citizen make comment news event,support
524939588406878208,@ alcanlin @ kellyoxford great response bro,comment
524993526564929536,@ jeremysale @ daxshepard1 @ hdmcc seeing though i 100 correct yes,support
524933486407602176,@ kellyoxford please wait also sound like multiple suspect people need stay vigilant,deny
524943005313409025,@ hdmcc @ kellyoxford @ obiterdictayo news report im watching currently reported thing kelly tweeted,support
524958146343624704,@ kellyoxford @ hdmcc i heard i saw amp many others tweet,support
524939106367721472,@ kellyoxford thought also,support
524957372369108993,@ subloke @ hdmcc i confirmed first gunman dead i tweeted,comment
524935670260047872,@ kellyoxford its harpers canada though,comment
524940370321629184,@ twitchierich @ kellyoxford i try… unfortunately i ’ think ’ protect bullet,comment
524933274444238848,@ kellyoxford whats source thats confirmed,deny
524933385010290688,@ kellyoxford was canada guy beheaded guy bus shit happens mostly still fine,comment
524934003892432896,@ kellyoxford might want actually confirm shit like tweeting,deny
524960764503674880,@ kellyoxford @ hdmcc maybe news crew retainer case rapid deploy anywhere breaking news happens,deny
524945080613093376,@ subloke @ kellyoxford @ obiterdictayo stated fact news outlet even suggestedstill uncertainleave news news prosdone,deny
524959184928768002,@ hdmcc @ kellyoxford wheres sigh i give emoticon do understand twitter,comment
524996012847665152,@ jeremysale @ daxshepard1 @ hdmcc hey kid go enjoy weird sense power ive afforded morning spend wisely,comment
524970141189431296,@ hdmcc @ kellyoxford @ subloke perhaps twitter follow hdm learn proper way tweeting responsibly,support
525522784748060672,@ kellyoxford @ daxshepard1 yes newly decorated la living room just like egypt,comment
524959735091847168,@ hdmcc @ subloke i get confirmation video witness pas info along without news producer simple stuff,comment
524933148380237825,@ kellyoxford agreed,support
524994047451332608,@ kellyoxford @ daxshepard1 @ hdmcc kudos relaying secondhand information do app,query
524933104742723584,@ kellyoxford oh canada…,comment
524990987308134400,@ daxshepard1 @ hdmcc @ kellyoxford no youre right we follow comedic writer trust source thats first instinct,comment
524934776940412929,@ obiterdictayo i know im thanks,support
524936650087231488,@ kellyoxford @ obiterdictayo zero confirmation gunman maybe let news outlet scene handle reporting,deny
524958563312357376,@ kellyoxford @ subloke managed confirm news outlet canada bravo,comment
524996728811175936,@ kellyoxford @ daxshepard1 @ hdmcc thanks considerate all best,support
524932935137628160,the gunman ottawa shot killed im loss word morning that isnt canada,support
525882599294517248,@ debeerapp thx,comment
525070724403564544,@ adamguerbuez lone wolf,comment
525834551239524353,@ adamguerbuez followed,support
525068915068923904,exclusive michael zahafbibeau caught dashcam model sold ottawashooting,support
524932714940862464,@ krisreyes im i received email someone centre block,comment
524932468437053440,@ marksutcliffe inside ph talk global news,query
524934352845938689,@ marksutcliffe @ senschirp your source half right 2 em,support
524933622441476096,@ marksutcliffe @ nspector4 god i hope true,comment
524932994553769984,@ marksutcliffe thanks mark are ottawa stay safe,query
524931324763992064,very reliable source parliament hill tell assailant killed cdnpoli ottnews,support
524977413038817280,@ thejpiga you need flake as,comment
524975860185825281,@ cbcalerts fack,comment
524976279150657536,@ cbcalerts how unfortunate understandable,comment
524976291905552385,@ cbcalerts nhl ottawa toronto make sense,comment
524977226820104192,@ tweetfreak73 @ cbcalerts need reevaluate,comment
524976999929237505,@ thejpiga @ cbcalerts ya bother was looking forward tonight game,comment
524976772535037952,@ cbcalerts elderly people subjected toxic poison 102 time legal limit seem important cbc cbs tc,comment
524977621281824770,@ tweetfreak73 stay classy im sorry tragedy ruined ability watch sporting event,comment
524976050481422336,@ tweetfreak73 @ cbcalerts disappoints today wow,comment
524976661058826240,you know serious cancel hockey @ cbcalerts nhl cancel tonight game ottawa toronto due today shooting,comment
524977773958684673,@ thejpiga didnt i say flake off,comment
524976688275673088,@ cbcalerts i feeling going happen would big risk fan safety first,comment
524975908432928768,@ cbcalerts game postponed cancelled,support
524976564405276672,@ cbcalerts right thing,support
524976422377775104,@ cbcalerts,comment
524978635498082305,@ cbcalerts you add a chanel news amp chek news group also letting people subject toxic poison victoria thing,comment
524978385660153856,@ thejpiga so judge 1 fucking rt comment one why dont look mirror judge instead,comment
524977952640221184,@ tweetfreak73 least polite self absorbed person,comment
524977527362953218,@ cbcalerts now confirmed national emergency hockeynightincanada,comment
524976240051367937,@ cbcalerts as hockey game day shooting asking trouble,comment
524975705206304769,nhl cancel tonight game ottawa toronto due today shooting senators host maple leafs,support
524964193813155841,@ dapro63 @ davebeninger,comment
524961467431665664,@ donnajcherold @ doctorfullerton @ davebeninger hi donna i think talking 2 different incident quebec one i referred 2,comment
524960914450415617,@ doctorfullerton @ davebeninger either there report still alive but looking good ottawashooting,deny
524952396259409920,@ davebeninger @ cherylnorrad ugh ctv reporting he alive,deny
524956642454941696,@ davebeninger @ bebeasley careful reporting life death lets wait really know news chaotic,comment
524961925239959552,@ natricer @ doctorfullerton @ davebeninger,query
524955418955902976,@ davebeninger maybe get info little locally,comment
524959514995724288,@ davebeninger @ doctorfullerton report died,deny
524947899982290944,@ davebeninger my heart go family,comment
524962300466569216,@ donnajcherold @ doctorfullerton @ davebeninger donna rcmp incident quebec versus today ottawa,comment
524962753036185600,@ davebeninger @ sheilagunnreid perhaps wait canadian source,query
524960036179968001,@ donnajcherold @ davebeninger new report indicates alive obviously gravely injured im sure new york times got,deny
524964141296259072,@ timothyewilson @ davebeninger,comment
524964503579262976,@ sheilagunnreid @ davebeninger perhaps wishful thinking part still hopeful true tv still reporting cf death,comment
524952460897828865,@ davebeninger @ frednewschaser ctv said treated stable,deny
524952276109373442,@ davebeninger not according ive heard ctv,deny
524962626615664640,@ davebeninger @ sheilagunnreid canadian news contradicts,deny
524953683172524032,@ davebeninger @ bigrudo nyt may wrong bcuz ctv news1 said soldier memorial alive hospital,deny
