id,text,label
529655944066912257,Exciting! Anyone going? RT @CTVNews Prince rumoured to performsurprise show in Toronto  <LINK>   <LINK> ,comment
529658952519540736,"“@CTVNews: Prince rumoured to be performing in surprise show in Toronto  <LINK>   <LINK> 

How cool!",comment
529654399455727617,@CTVNews I guess it's no longer a surprise.,comment
529654334456598529,@CTVNews hey @stephb209 ^^^^,comment
529680436121702400,@CTVNews who cares!!!!,comment
529664081100562432,@CTVNews  he's still alive???,query
529655164828139522,"@CTVNews IF this were to be happening on Thursday, would consider flying Vancouver to To. in hopes of seeing him live. #OnBucketList",comment
529671977662185473,@natashankpr I'll definitely be trying to get tix today!,comment
529654186791944192,Prince rumoured to be performing in surprise show in Toronto  <LINK>   <LINK> ,support
529722000076718082,This is what it feels like/when doves cry  RT @LiveNationON: we can confirm that Prince will not be performing at @masseyhall tonight.,comment
529722084600320001,@LiveNationON Soo... Its tomorrow night!? #Prince @masseyhall,query
529723119913951232,@LiveNationON @masseyhall Tomorrow Night?,query
529721379302952961,@SBranisteanu @LiveNationON @masseyhall thank you for that tweet!! MUCHO APPRECIATEO,support
529722570460123136,@ROCKthusiast maybe tomorrow?,query
529723719552618496,@brofromanother @livenationon @masseyhall aw man! That got my funny bone!,comment
529720506602516480,"“?!?!? @JillKrajewski @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.”",query
529722617318899712,@LiveNationON @masseyhall it's probably @3RDEYEGIRL,comment
529723695989002241,"“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @DinaPugliese",support
529722739196985345,"@GreenHair14 ""Change of plans."" Hmmm.  <LINK> ",comment
529722212706971648,@brofromanother @LiveNationON @masseyhall WHAT THE HELL EVEN JUST HAPPENED TODAY,comment
529721493962641408,@beets But 3rd Eye Girl will be? Did you ask LN if The Artist Formerly Known As #Prince is playing?,comment
529720542925176832,"“@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.” @AdamWylde",comment
529721182468444160,"Poor suckers in line!  “@LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.”",comment
529723588413489152,@LiveNationON @masseyhall What about tomorrow night? #Prince in #Toronto still a possibility?,query
529721009172410369,"Err, twist? RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",support
529723713701543938,"There ya go. @KiSS925 RT @LiveNationON: In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",comment
529720273285566464,"In response to inquiries, we can confirm that Prince will not be performing at @masseyhall tonight.",support
524990764049522688,@CTVNews get it right.  <LINK> ,deny
524990563217838081,"@CTVNews you guys ""confirmed"" there were 3 shootings not long ago. How about you wait for official reports before saying things.",support
525003827494531073,@CTVNews @ctvsaskatoon so what happened at Rideau? Nothing?,query
524992704673890304,"RT @CTVNews Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill. #Canada",deny
524990163446140928,"Police have clarified that there were two shootings in Ottawa today, not three: at the War Memorial and Parliament Hill.",deny
524956595588194305,@newhot899 live news just reported cops yelling at people to run. Must be a third shooter!,comment
524947580149825537,@newhot899 #ottnews,comment
524947672822988800,@newhot899 good!!!  <EMOJIS> ,comment
524947416869388288,Reports now that 2nd shooter has been shot in downtown Ottawa #ottnews,support
524943159726309376,@ldobsonhughes @HuffPostCanada God Bless Heather !!,comment
524943410520924161,"My Alma Mater. God. RT @ldobsonhughes: The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.",comment
524944078870700032,@ldobsonhughes @InklessPW is 2 km from nasty parliament not 2 minute only  chita to can run 120 km an hours,comment
524942470472548352,"The University of Ottawa, just a five minute walk from the Hill, is now on lockdown.",support
525035256361934848,Yes:) except in Australia there's a discussion to let 'sympathizers' reenter OZ to rehabilitate! WTF! @MarkOkanagan @20committee @kshaidle,deny
525038702607994880,@20committee @AresXtra They must put high risk travelers in civilian detaine camps to prevent attacks.US does this with suspect japs in WWII,comment
525034548196024320,"@aenk963 @BlogsofWar yes, but CSIS can't watch that many 24/7",query
525035734403530752,micro chip them - Just an uncivil thought :) @20committee @BlogsofWar,deny
525049059321462784,@chrisjefferson no info yet,comment
525062791712235520,"@20committee   A high risk traveller!  But a risk to #Canadians and government officials , he was okay ?",comment
525033513062371328,@20committee @BlogsofWar How come we have to pussy foot around terrorism for hours before calling what it is.,comment
525040767270543360,@aniekan_o sure looks like one,query
525033642939416576,@20committee @kshaidle maybe we should start revoking passports AFTER they leave...,support
525040309097336832,"@20committee @kshaidle It makes more sense to let them leave, and invalidate their passports before they return.",comment
525040562765053952,@20committee the incident yesterday (car) in Canada was that a terrorist attack as well?,support
525034442104901632,If Michael Zehaf-Bebeau had his passport confiscated doesn't it make sense to track his movements - was this done? @20committee @BlogsofWar,query
525048948386299904,"@20committee Oh, so they already know where Z-B had gone to? Any travels to the Levant recently?",comment
525035264826413056,@20committee @sqwerin and @BarackObama still refuses to call it terrorism!,comment
525033521837273088,@20committee Pathetic.,support
525032872647065600,"BREAKING: Michael Zehaf-Bebeau had been designated ""high-risk traveller"" by CDN govt, which confiscated his passport  <LINK> ",support
524925341316689920,@CBCNews  <EMOJIS>  why!!!,query
524930718645092353,"Christ. Ottawa friends, stay safe  <EMOJIS>  ""@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa  <LINK> ",comment
524930352000036864,@CBCNews yessss!!,support
524932019248463872,@CBCNews @michellemalkin 2nd ISIS attack in Canada in two days,comment
524926357927903232,Bizar..Gister Montréal vandaag Ottawa. @CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa  <LINK> ,comment
524925775678816256,"Lord, have mercy. Protect those who protect us ""@CBCNews: Soldier shot at National War Memorial in Ottawa  <LINK> ",comment
524925553070329856,@CBCNews,comment
524926310565814272,“@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa  <LINK>  Be safe out there folks in Uniform,comment
524926071599534080,Ondertussen in Canada... “@CBCNews: BREAKING NEWS: Soldier shot at National War Memorial in Ottawa  <LINK> ,support
524929224260714499,@CBCNews @KimSulli  <EMOJIS> omg hope !!!!!!,comment
524929840173309952,"@CBCNews @michellemalkin 

And this:  <LINK> ",comment
524925050739490816,BREAKING NEWS: Soldier shot at National War Memorial in Ottawa  <LINK> ,support
525034956691869696,@inky_mark @CP24 as part of a co-op criminal investigation one would  <LINK>  doesn't need facts to write stories it appears.,query
525030166687670272,@CP24 I think that soldiers should be armed and wear protective vests when they are on guard any where.,comment
525032614697385984,"@CP24 
OK now let's swoop in on all who knew him!",support
525036486337757185,@CP24 That name should not be mentioned again.,comment
525030173914431488,@CP24 USA come before canadian media,comment
525028734991343617,CTV News confirms that Canadian authorities have provided US authorities with the name Michael Zehaf-Bibeau in connection to Ottawa shooting,support
524960359388823552,“@cnnbrk: Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog:  <LINK> ,support
524985774224048129,@NYWEC you're a scumbag for trying to profit off a tragedy.,comment
524961643688890368,@cnnbrk US official - whatever. Take your source from the Canadian government what has your channel become,comment
524960004529737728,"@cnnbrk @TheCurrentCBC: Police - more than 1 suspect, downtown remains in lockdown. LA  <LINK>   <LINK> ",deny
524959988956291074,@cnnbrk War Memorial Soldier pronounced dead just now.,support
524960274156371968,Scary situation. RT @cnnbrk U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa.  <LINK> ,comment
524960862248132608,@cnnbrk Police searching and firing on Parliament Hill  <LINK> ,support
524961297721749505,@cnnbrk There is no proof yet that the shooter(s) has anything to do with ISIL but A BANFIELD &amp; CNN are already dropping that scare message,query
524960034305114113,@cnnbrk PLEASE help us spread the word for our fundraiser to kickstart our company  <LINK>  #ROC #SmallBusiness #the585,support
524961861406838784,@cnnbrk we need d I.D of the shooter,query
524960144632070145,@cnnbrk I hate to say that but maybe we should let Assad finish the job over there,query
524960960227078144,"@cnnbrk looks like Canada caught a case of the United States ,  <EMOJIS> ",comment
524960933211168770,@cnnbrk Replies 2 this English post really need to be in English. Especially when  the world is assuming  this is yet another act of terror.,deny
524960409602650113,"@cnnbrk those gun crazy canadians need to be stopped, destroy all donuts",comment
524961093496885248,@cnnbrk The world has gone #MAD.  <LINK> ,comment
524960097563590656,"@cnnbrk So sad. This is not right.

#PrayForOttawa 
#Ottawa 
#ottawashooting 
#CanadaShooting",support
524959809402331137,Senior U.S. official: Canadian government has informed U.S. that one shooter is dead in Ottawa. Live blog:  <LINK> ,support
525031764155453441,@CTVNews I want answers Why did I get netter News fom CNN And CBS ???,query
525023033585827840,@CTVNews shooting suspect  <LINK> ,comment
524994741180846080,@CTVNews thankfully  the FBI is really good with lots of resources,comment
524993786276220928,@CTVNews WHY??? its not their country,comment
524995135822905345,@PC_Consult39 @CTVNews When it comes to security were all in it together you dope. In times of crisis we are as one.,comment
524994366541398017,"@PC_Consult39 because it is a possible terrorist threat that could expand into the US, and they are our closest (literally) allies.",support
524993533212897281,"FBI assisting in the case of the Ottawa shooting, sources have confirmed to CTV News",support
525057571321688064,"@Telegraph @molodyko It is sad to see this news.  However, at least he leaves a son who will honor him.  Many soldiers die without children.",support
525061525409525760,@Telegraph RIP,comment
525080429410664448,"@englandfanatic @Telegraph 
Soldiers aren't innocent 

They are the complete opposite",comment
525072231022333953,RIP @Telegraph: Soldier killed in Canada shooting was a young reservist w/a six-year-old son  <LINK>   <LINK> ,support
525068703109758977,@Telegraph @JamesMoore_org heartbreaking!,comment
525060851661668352,@Telegraph Prayers for his family  <EMOJIS> ,comment
525066880219115520,@Telegraph this is the real tragedy. Lovely young man doing the right thing brought down by cowardly terrorists. Shameful. #CanadaStrong,comment
525080746080620544,"@DavidRomeiPHD @Telegraph @molodyko 

If IS employed US NATO tactics they would have killed his son too 
And blamed his father for his death",comment
525059328685133824,Heartbreaking for #HamOnt and Canada. “@Telegraph: Soldier killed in Canada shooting was a young reservist with a son  <LINK> ,deny
525062334302412800,@Telegraph @TelegraphNews This is very sad. I just wish that the was a better place :(,comment
525278489721966592,@alisaleh1292 @Telegraph That doesn't sound incredibly cryptic........,comment
525070441405095936,@Telegraph @Momma4America RIP Nathan. :(,comment
525057102306222083,@Telegraph This world is seriously going to hell in a hand cart. I'm entirely fed up with innocent bystanders being senselessly killed.,comment
525057584416292867,@Telegraph @20committee the price we pay for allowing Muslim 5th Columns to roam freely in the West. Enough.,comment
525058435361292288,Sad. @Telegraph Soldier killed in Canada shooting was a young reservist with a 6yr old son  <LINK>   <LINK> ,comment
525072407321927681,@evening_grace @Telegraph  Yes it is.,support
525071940428771330,@Telegraph @Momma4America Very sad day for his family friends and Canada. Rest in peace.,comment
525057624916520960,@Telegraph @20committee So sad for my great nation.  I am speechless!,comment
525057109910495232,@Telegraph Fuck Islam.,deny
525058373591367680,@Telegraph Travel well brave soul.,comment
525057081515061248,"@Telegraph RIP Nathan,, we love you",support
525056576038518785,Soldier killed in Canada shooting was a young reservist with a six-year-old son  <LINK>   <LINK> ,support
524925154800181248,"@RichardMadan @ladykitchenless lock it down! find the criminals.. wait, the buildings full of criminals! #cdnpoli",comment
524926568171577345,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli  <LINK> ,deny
524924021608284160,@RichardMadan any updates?,query
524932346961985536,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli  <LINK>  #shocking,comment
524925449068355584,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli  <LINK>  holy shit,support
524924651080650752,@RichardMadan @rebeccamakonnen Targeting the soldiers is a stupid act. They have not decided to go in #Irak...,comment
524925391266664448,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli  <LINK>  sirens galore down here,deny
524924074087436289,"@RichardMadan @CTVMelissaLamb AND war memorial, or is this same?",query
524925539996667904,“@RichardMadan: BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli  <LINK>  Oh Canada!,comment
524923676484177920,BREAKING - Shooting on Parliament Hill. RCMP have weapons drawn #cdnpoli  <LINK> ,support
524956714303754240,"@newhot899 ""Ottawa Police report a third shooting at Rideau Centre, no reports of injuries."" Hoping everyone stays safe &lt;3",deny
524956942926880768,"@newhot899 near, NEAR the Rideau Centre",comment
524950200281202688,"“@newhot899: Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.” Wtf is happening  <EMOJIS> ",support
524950874767249408,@newhot899 your news coverage is all over the place and making it sound like there are hundreds of shootings happening. Please be carful.,comment
524949443607412737,"Ottawa Police report a third shooting at Rideau Centre, no reports of injuries.",support
525053884029763585,"@MaulerMauler So very sad. Thoughts and prayers for his wife, young son and family that are grieving at this sad, sad time.",comment
525061861398806528,"@MaulerMauler 
RIP Brother!!",deny
525063388934967298,@MaulerMauler @TheRemixLab R.I.P my condolences to his family,comment
525081032824209408,"@MaulerMauler 
So sorry for him &amp; his FAMILY.",support
525052198586040321,"@MaulerMauler If we know the name of the maniac, but not the name of its victim, we are failing... failing... utterly. @JessieFlagg1",support
525049639016615937,This is the soldier who died today at the #Ottawa War Memorial. His name is Cpl. Nathan Cirillo. #RIP #OttawaStrong  <LINK> ,support
524926674417500160,"@PzFeed @Rui_Castro All our domestic military should be armed, now.",comment
524926750506377216,@PzFeed can't believe it I was there less then 24 hours ago,comment
524937952820883456,@PzFeed so who is the brainiac on the right that looks like he's taking a picture?,query
524926344992686081,"@PzFeed Gee, I thought Canadians are supposed to be polite for once....",comment
524946118774620161,@PzFeed sickening,comment
524929568327888896,@PzFeed @AbideSam That's disgusting tbh...,support
524926235030589440,BREAKING NEWS: At least 3 shots fired at Ottawa War Memorial. One soldier confirmed shot -  <LINK>   <LINK> ,support
524965532211351552,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
very rare. but it has been increasingly likely as we chop away at ment hlth services",comment
524966130700791808,@Russell_Barth @dmatthewmillar @devo1400 @spaikin 1/2 Violence doesn't automatically indicate a relationship to MH.,comment
524967669083414528,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
364 days a year, the cops are 100% unbelievable. today, everyone lines up to suck them",deny
524942146475163649,"@devo1400 @dmatthewmillar @spaikin 
how the guy got that far leads me to suspect this is not what it seems.",comment
524968348468412416,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
the truth will never come out. martial law is coming",comment
524931933168746496,"@dmatthewmillar Stay safe, Matt!",comment
524927826718638081,.@dmatthewmillar What a silly response. They are targets 2 an embedded sniper. #Canada needs a #Security make-over. #Fail #CdnPoli #Design,comment
524967144367591425,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
i am only saying that all three scenarios are plausible.",deny
524968082083958784,@Russell_Barth @dmatthewmillar @devo1400 @spaikin Ah true. Problem now is we'll probably only get coroner's details  <EMOJIS>  they won't make it.,query
524941965012795393,@Maritimes_HOME @dmatthewmillar because canada doesnt fuck around with security,comment
524966555072094208,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin 2/2 If it did, every guy in the NHL would be institutionalized.",deny
524967132090888192,@Russell_Barth @dmatthewmillar @devo1400 @spaikin That's why there are professionals. Average citizen can only currently make a guess.,comment
524942844499619841,@Russell_Barth @devo1400 @spaikin I've had concerns about that for a while,comment
524936956225282048,@dmatthewmillar showing the shooter where those police are???  @TSNBobMcKenzie,comment
524928498771972096,@dmatthewmillar @LRyck why would you tweet the location of snipers? Who does that help? #cdnpoli,support
524969935383326721,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin 
from the same cops and government who tell us that cancer-curing marijuana is evil.",comment
524939504982167552,@dmatthewmillar @Jaclyn_Colville Twice in one week!?!?!?! #Toclosetohomeforcomfort,support
524965546379739136,@dmatthewmillar @Russell_Barth @devo1400 @spaikin In historical terms this is a blip. Screw those losers.,comment
524970281379823616,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin Call me bad Canuck, I hope those fucktards get their asses kicked.  <LINK> ",query
524966881573470208,@Russell_Barth @dmatthewmillar @devo1400 @spaikin That's rather specious. We don't know t MH situation. Can't b determined from a distance.,comment
524934820124975106,@dmatthewmillar @gregobr Might be a good idea to not tweet about police movement/location?,comment
524971151693729792,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin The science is ongoing, it can't cure, I got a link hang on... <LINK> ",comment
524971471501021184,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin This one was pretty good. Stay strong! Odd day, but have a good one anyways.",comment
524970687803715584,@Russell_Barth @dmatthewmillar @devo1400 @spaikin And I know they will too :) #stupidattack,comment
524928326566412289,@dmatthewmillar  Stay safe.,comment
524931034329395200,@dmatthewmillar very helpful why would you tweet that!!??,deny
524929656190148609,"@dmatthewmillar Stay safe, Matt.",support
524950880681201664,@dmatthewmillar email me at dcdesk@cctv-america.com when you get a chance - good to know you are safe -Nathan,support
524939756455477249,@dmatthewmillar delete this you idiot,comment
524938376735379457,"@dmatthewmillar @FionaMcK also, maybe just window cleaners-  <LINK> ",comment
524934434404192256,"@dmatthewmillar @spaikin odd how they happened to be already ready for this, eh? doesn't look staged at all. nope. totally believable.",support
524969635410870273,"@Russell_Barth @dmatthewmillar @devo1400 @spaikin Not EVERYTHING will come out. But we will get details, especially these days.",support
524965141268692993,@dmatthewmillar @Russell_Barth @devo1400 @spaikin Sure but in how many years has this happened? This is extremely unusual.,comment
524947016238268416,@_spookyboobs @dmatthewmillar right &amp; terrorist don't have access to social media to find out where we have placed that valuable security!,support
524965821337329666,"@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin a) actual ""terror"", b) nutbars, c) false flag. all 3 r plausible  <LINK> ",support
524966663251566594,@Ont_Ombudsnanny @dmatthewmillar @devo1400 @spaikin true enough,comment
524948547750621184,@Maritimes_HOME @dmatthewmillar lmao you expect social media to shut down during a shooting? thats when most tweets happen fuckboi,comment
524942493050494976,"@devo1400 @dmatthewmillar @spaikin 
funny, a guy with a joint can't make it past the memorial flame, but a gunman, whoosh, right inside",comment
524941897266397184,@Russell_Barth @dmatthewmillar @spaikin you're an idiot its parliament hill. Of course they're prepared for situations like this you idiot!,deny
524936331605323776,"#AttackInOttawa
Police action
@dmatthewmillar: Snipers NationalArtGallery
we r barricadedCentreBlock ParliamentHill
 <LINK> ",support
524927281048080385,Snipers set up on National Art Gallery as we remain barricaded in Centre Block on Parliament Hill #cdnpoli.  <LINK> ,support
525007273832497154,@SeanOsmar @darrellbricker Not a hoax.  This is before the shooting,comment
525008782842396672,@JRMarlow @ArrogantHair @SeanOsmar Really? Why would somebody post this without saying that?  Twisted.,deny
525007939569221632,"@SeanOsmar This photo was taken this morning, before the shooting.",deny
525008177683636224,@SeanOsmar @graciestyle this matches the photo tweeted earlier today from a tourist who says it was taken moments before the shooting. 1/2,comment
525009872640032768,@JRMarlow @darrellbricker @SeanOsmar That may be harsh.  He seems to be honouring. Just unaware of source.,comment
525009403658129408,@SeanOsmar @mstoreshaw  <LINK> ,comment
525009240772317184,@darrellbricker @JRMarlow @SeanOsmar The soldier on the right is the one who  <LINK>  taken by visitor moments before shooting,comment
525008290863136768,@SeanOsmar @graciestyle I don't believe there are soldiers guarding this area right now. 2/2,deny
525007275308908544,@SeanOsmar @stephen_taylor So honoured to serve as Honorary Colonel in reserves. Job is to honour citizen soldiers like these brave men.,support
525009574256848897,@JillKrop @SeanOsmar wondered as well. I've reached out to someone who would know just to confirm that. Hopefully get response soon.,comment
525007688405491712,"@ArrogantHair @SeanOsmar @darrellbricker It's not a hoax, but it also wasn't taken *after* the shooting.",comment
525010026143162368,@ArrogantHair @darrellbricker @SeanOsmar Don't steal other people's pictures without attribution. Pretty simple.,comment
525009250213326848,@darrellbricker @ArrogantHair Because people like @SeanOsmar love stealing other people's pics to get RTs.,comment
525009203187171329,@SeanOsmar @mstoreshaw That’s the photo tweeted this morning claiming to be of the soldier who was killed.,comment
525006759807967232,@SeanOsmar @stephen_taylor Apparently a hoax. Best to take Tweet down.,deny
525009978047078400,@JillKrop @SeanOsmar @graciestyle That photo was taken before the attack.,comment
525003468659228672,These are not timid colours; soldiers back guarding Tomb of Unknown Soldier after today's shooting #StandforCanada  <LINK> ,support
524944658992865280,@HDMcC @kellyoxford @obiterdictayo CBC news is reporting the gunman has been shot. Are you bitching at them also?,comment
524946023165460480,@subloke @HDMcC @kellyoxford @obiterdictayo they confirm facts before 'reporting'.,deny
524946657755299840,@HDMcC maybe people shouldn't look to the tweets of comedy writers for their news facts?,comment
524933431793553408,@kellyoxford the gunman is still on the loose.,comment
